customer_id,trans_date,tran_amount,response,Month,Year
CS3409,2011-09-30,92,1,9,2011
CS4157,2011-07-22,43,1,7,2011
CS4452,2011-09-16,98,0,9,2011
CS5393,2012-12-17,67,0,12,2012
CS4698,2013-05-01,78,0,5,2013
CS5587,2013-09-14,47,0,9,2013
CS4876,2012-06-11,64,0,6,2012
CS4225,2014-01-25,83,0,1,2014
CS2372,2015-02-24,67,0,2,2015
CS5695,2014-04-28,64,0,4,2014
CS2072,2013-11-15,73,0,11,2013
CS4877,2013-12-12,61,0,12,2013
CS5116,2014-09-05,70,0,9,2014
CS5872,2011-11-18,63,1,11,2011
CS2450,2011-09-29,75,0,9,2011
CS2480,2011-11-07,43,0,11,2011
CS1869,2011-05-21,71,0,5,2011
CS2333,2012-10-02,87,0,10,2012
CS4070,2013-07-16,60,0,7,2013
CS5333,2012-05-06,81,0,5,2012
CS4433,2014-07-20,44,0,7,2014
CS3746,2012-01-07,76,0,1,2012
CS3972,2012-03-05,99,0,3,2012
CS3106,2013-08-12,54,0,8,2013
CS1156,2015-02-01,68,0,2,2015
CS5479,2013-04-10,59,0,4,2013
CS4874,2013-01-22,92,0,1,2013
CS5078,2014-04-08,95,0,4,2014
CS2317,2013-05-12,75,0,5,2013
CS1965,2014-10-10,72,0,10,2014
CS5772,2012-10-09,75,0,10,2012
CS2887,2012-04-23,41,0,4,2012
CS5064,2014-04-19,105,0,4,2014
CS2106,2013-03-26,95,0,3,2013
CS5158,2013-11-08,53,0,11,2013
CS5164,2014-01-29,62,0,1,2014
CS1912,2014-05-17,97,0,5,2014
CS5785,2012-05-08,38,0,5,2012
CS5441,2011-07-09,58,0,7,2011
CS5447,2012-05-15,51,0,5,2012
CS4139,2011-12-11,44,1,12,2011
CS2829,2014-05-27,55,0,5,2014
CS2628,2014-08-09,86,1,8,2014
CS1471,2013-02-01,61,0,2,2013
CS4884,2014-09-05,46,0,9,2014
CS4913,2014-01-04,37,0,1,2014
CS4274,2014-05-24,71,0,5,2014
CS1203,2011-12-10,45,1,12,2011
CS1435,2015-01-10,54,0,1,2015
CS2425,2013-07-16,36,0,7,2013
CS4662,2011-05-27,56,0,5,2011
CS2002,2014-01-03,54,1,1,2014
CS5092,2011-06-26,47,0,6,2011
CS1250,2012-11-19,81,0,11,2012
CS2619,2014-05-04,68,0,5,2014
CS2148,2011-07-08,58,1,7,2011
CS1373,2013-04-12,101,0,4,2013
CS4971,2011-08-08,95,0,8,2011
CS2988,2014-01-30,83,0,1,2014
CS6017,2013-06-28,64,0,6,2013
CS3579,2012-05-02,89,0,5,2012
CS4762,2011-12-30,92,0,12,2011
CS3278,2011-08-13,65,0,8,2011
CS2226,2011-12-11,51,0,12,2011
CS4763,2014-07-15,60,0,7,2014
CS3751,2011-08-16,41,0,8,2011
CS1830,2012-10-25,78,0,10,2012
CS5380,2014-05-26,58,0,5,2014
CS3033,2012-09-17,97,0,9,2012
CS1244,2012-04-13,39,0,4,2012
CS3370,2013-02-17,98,0,2,2013
CS1942,2013-09-04,63,0,9,2013
CS3879,2014-05-17,82,0,5,2014
CS4841,2011-05-24,92,0,5,2011
CS2968,2015-01-23,59,0,1,2015
CS3610,2012-02-23,41,0,2,2012
CS2405,2011-12-11,87,0,12,2011
CS3513,2014-09-16,56,0,9,2014
CS4575,2011-07-18,71,0,7,2011
CS5363,2011-10-15,49,0,10,2011
CS2523,2012-02-13,44,0,2,2012
CS3790,2012-08-07,56,0,8,2012
CS2703,2014-06-26,69,1,6,2014
CS4373,2014-04-30,51,0,4,2014
CS4184,2012-10-02,92,0,10,2012
CS3985,2012-04-01,71,0,4,2012
CS3572,2011-08-25,37,1,8,2011
CS4360,2012-05-05,80,0,5,2012
CS2309,2011-07-20,55,0,7,2011
CS5428,2013-04-03,60,0,4,2013
CS3752,2013-11-02,41,0,11,2013
CS3808,2013-10-12,88,0,10,2013
CS4807,2011-10-08,44,0,10,2011
CS2130,2014-11-25,65,1,11,2014
CS1707,2014-10-27,49,0,10,2014
CS1153,2011-12-17,52,0,12,2011
CS3631,2013-09-01,73,1,9,2013
CS5445,2014-01-12,59,0,1,2014
CS6102,2012-12-09,35,0,12,2012
CS4380,2014-01-20,61,1,1,2014
CS5678,2013-08-27,44,0,8,2013
CS5774,2011-12-11,99,0,12,2011
CS5925,2013-07-30,59,0,7,2013
CS4161,2013-04-24,64,0,4,2013
CS1198,2013-01-30,94,0,1,2013
CS4524,2013-11-17,62,0,11,2013
CS4164,2011-12-30,83,0,12,2011
CS1613,2014-06-22,75,0,6,2014
CS5978,2014-02-19,36,0,2,2014
CS4178,2012-12-20,54,0,12,2012
CS3410,2013-09-13,43,0,9,2013
CS2402,2012-07-29,65,0,7,2012
CS2582,2011-11-04,68,0,11,2011
CS3440,2012-07-27,51,0,7,2012
CS1494,2012-10-15,100,0,10,2012
CS1425,2011-09-18,53,0,9,2011
CS3773,2013-03-04,84,0,3,2013
CS4595,2013-12-14,88,0,12,2013
CS1215,2014-06-20,57,0,6,2014
CS1141,2014-02-15,72,1,2,2014
CS2843,2012-03-15,79,0,3,2012
CS1866,2012-03-31,85,0,3,2012
CS3492,2013-04-11,65,0,4,2013
CS4752,2013-08-25,35,0,8,2013
CS3358,2011-07-18,65,0,7,2011
CS5859,2013-07-10,105,0,7,2013
CS3481,2013-02-28,49,0,2,2013
CS5185,2012-11-12,85,0,11,2012
CS5603,2015-01-05,90,1,1,2015
CS5500,2013-12-31,55,0,12,2013
CS1462,2015-01-27,61,1,1,2015
CS4509,2014-05-04,59,0,5,2014
CS1497,2014-07-15,74,0,7,2014
CS2389,2014-09-30,51,1,9,2014
CS2487,2015-03-16,78,0,3,2015
CS3782,2012-06-05,101,1,6,2012
CS5305,2014-03-01,39,1,3,2014
CS4479,2012-05-27,66,1,5,2012
CS5221,2012-07-25,103,0,7,2012
CS1310,2012-05-26,58,1,5,2012
CS2270,2013-01-18,105,0,1,2013
CS3336,2014-03-05,87,0,3,2014
CS2302,2013-04-24,94,0,4,2013
CS2320,2014-03-19,52,0,3,2014
CS1916,2012-01-24,103,0,1,2012
CS5071,2013-09-03,104,0,9,2013
CS4345,2011-11-23,39,1,11,2011
CS3144,2013-12-04,60,0,12,2013
CS3401,2015-02-12,87,1,2,2015
CS4416,2013-10-06,46,0,10,2013
CS4027,2013-03-29,49,0,3,2013
CS1267,2012-08-26,72,0,8,2012
CS2283,2011-09-13,41,0,9,2011
CS1776,2011-08-15,98,0,8,2011
CS5390,2013-07-08,87,0,7,2013
CS3246,2012-11-28,80,0,11,2012
CS2765,2014-07-04,51,0,7,2014
CS1653,2013-03-30,41,1,3,2013
CS4327,2012-11-21,94,0,11,2012
CS1240,2014-12-28,101,0,12,2014
CS3292,2014-03-21,94,0,3,2014
CS1620,2013-02-07,66,0,2,2013
CS1362,2014-01-07,68,0,1,2014
CS2190,2014-06-25,92,1,6,2014
CS4540,2012-11-10,95,1,11,2012
CS2586,2013-01-29,69,0,1,2013
CS2235,2014-05-22,55,0,5,2014
CS5696,2014-08-07,62,0,8,2014
CS4624,2012-11-25,74,1,11,2012
CS5654,2014-09-15,35,1,9,2014
CS6019,2014-08-23,86,1,8,2014
CS4304,2013-04-30,72,0,4,2013
CS1933,2012-12-05,53,0,12,2012
CS3067,2013-02-08,98,0,2,2013
CS2666,2012-09-02,74,0,9,2012
CS3767,2015-01-03,54,0,1,2015
CS4638,2014-05-19,86,0,5,2014
CS3498,2013-03-29,49,0,3,2013
CS5240,2014-02-11,105,1,2,2014
CS3263,2013-05-20,78,0,5,2013
CS2214,2012-09-23,49,0,9,2012
CS2241,2014-12-28,104,0,12,2014
CS2171,2011-06-20,78,0,6,2011
CS2311,2013-09-21,60,1,9,2013
CS5232,2014-03-08,51,0,3,2014
CS5576,2012-12-20,38,0,12,2012
CS3841,2012-08-24,54,1,8,2012
CS4435,2012-12-16,65,0,12,2012
CS2398,2013-12-21,54,0,12,2013
CS4237,2012-03-21,98,0,3,2012
CS3631,2015-02-12,68,1,2,2015
CS4362,2013-09-23,84,0,9,2013
CS1829,2012-02-04,71,0,2,2012
CS5419,2013-12-27,99,0,12,2013
CS5760,2013-11-16,48,0,11,2013
CS1711,2011-09-20,69,0,9,2011
CS5989,2014-10-07,88,0,10,2014
CS5260,2011-09-06,52,1,9,2011
CS4902,2015-01-06,98,1,1,2015
CS3118,2013-05-30,51,0,5,2013
CS4166,2013-05-05,74,0,5,2013
CS1288,2014-07-08,83,0,7,2014
CS3959,2012-06-01,105,0,6,2012
CS4512,2011-11-19,75,0,11,2011
CS5681,2012-08-09,86,0,8,2012
CS5308,2014-05-25,71,1,5,2014
CS5149,2014-10-10,49,0,10,2014
CS5958,2012-08-13,96,0,8,2012
CS1206,2011-11-16,90,0,11,2011
CS4691,2011-07-02,86,0,7,2011
CS2384,2014-01-08,51,0,1,2014
CS5640,2015-01-07,40,0,1,2015
CS1529,2012-07-09,77,0,7,2012
CS4259,2012-11-05,79,0,11,2012
CS1144,2012-04-26,90,0,4,2012
CS3472,2014-04-22,76,0,4,2014
CS5661,2015-01-22,60,0,1,2015
CS2159,2011-12-08,67,0,12,2011
CS4962,2012-06-11,69,0,6,2012
CS1943,2013-09-15,96,0,9,2013
CS4132,2013-09-03,94,0,9,2013
CS4320,2012-11-07,63,1,11,2012
CS3597,2014-09-12,56,1,9,2014
CS3191,2013-01-21,49,0,1,2013
CS3224,2012-05-19,45,0,5,2012
CS3229,2014-07-08,89,0,7,2014
CS5270,2014-07-24,96,0,7,2014
CS4587,2014-12-29,104,0,12,2014
CS3329,2011-06-10,42,0,6,2011
CS4314,2014-01-17,65,0,1,2014
CS3550,2014-09-11,78,0,9,2014
CS4773,2012-06-08,75,0,6,2012
CS3259,2014-06-03,63,1,6,2014
CS2310,2014-01-25,85,0,1,2014
CS1515,2013-04-03,76,0,4,2013
CS4734,2014-06-26,73,0,6,2014
CS5622,2011-09-07,87,0,9,2011
CS3794,2012-07-18,38,0,7,2012
CS5680,2013-04-19,73,0,4,2013
CS2835,2014-07-04,62,0,7,2014
CS5003,2011-06-30,60,0,6,2011
CS1695,2013-06-21,92,0,6,2013
CS1924,2012-08-08,55,0,8,2012
CS4297,2011-09-28,65,1,9,2011
CS2769,2012-03-11,103,0,3,2012
CS2082,2012-04-14,75,0,4,2012
CS5370,2013-12-27,58,1,12,2013
CS1850,2013-03-05,69,0,3,2013
CS1641,2012-05-10,84,0,5,2012
CS1453,2012-08-30,95,0,8,2012
CS1403,2012-08-24,42,1,8,2012
CS2560,2012-04-22,72,0,4,2012
CS3783,2014-07-18,89,0,7,2014
CS1364,2012-04-12,72,0,4,2012
CS3355,2014-01-11,92,0,1,2014
CS2858,2012-04-12,44,0,4,2012
CS2156,2013-11-28,66,0,11,2013
CS5641,2014-12-03,52,0,12,2014
CS5661,2013-03-22,67,0,3,2013
CS2461,2012-11-06,105,0,11,2012
CS3851,2011-06-10,66,0,6,2011
CS1580,2011-09-15,50,1,9,2011
CS5505,2012-08-16,60,0,8,2012
CS4078,2012-11-30,93,0,11,2012
CS3011,2014-08-26,102,0,8,2014
CS4746,2014-12-25,70,1,12,2014
CS3817,2012-11-24,96,0,11,2012
CS1370,2013-03-25,54,1,3,2013
CS2230,2013-04-18,78,0,4,2013
CS2776,2012-08-01,48,0,8,2012
CS4943,2013-03-11,91,0,3,2013
CS4421,2014-03-23,82,0,3,2014
CS2612,2012-01-15,69,0,1,2012
CS3625,2014-03-13,76,0,3,2014
CS3544,2012-11-22,60,0,11,2012
CS3506,2012-01-07,84,0,1,2012
CS4726,2013-12-26,98,0,12,2013
CS3561,2012-09-07,46,0,9,2012
CS4489,2014-01-19,99,0,1,2014
CS2117,2014-09-28,41,0,9,2014
CS2285,2013-09-24,77,0,9,2013
CS1332,2013-01-04,62,0,1,2013
CS2059,2012-08-19,38,0,8,2012
CS5238,2011-07-14,76,0,7,2011
CS2319,2012-05-08,86,0,5,2012
CS3403,2011-10-06,103,0,10,2011
CS2344,2012-10-29,103,0,10,2012
CS3479,2012-02-27,83,0,2,2012
CS3348,2014-12-12,87,0,12,2014
CS4844,2012-10-17,102,0,10,2012
CS3471,2012-05-25,52,0,5,2012
CS3576,2011-06-07,98,0,6,2011
CS1686,2011-10-22,55,0,10,2011
CS5929,2013-12-20,82,0,12,2013
CS4745,2012-09-30,105,0,9,2012
CS5416,2013-01-04,37,0,1,2013
CS4995,2013-08-25,60,1,8,2013
CS3912,2013-09-21,66,0,9,2013
CS1374,2013-03-05,87,0,3,2013
CS3914,2012-02-03,79,0,2,2012
CS4403,2011-12-26,77,0,12,2011
CS1744,2013-06-10,97,0,6,2013
CS4140,2015-03-15,78,0,3,2015
CS4818,2014-08-25,92,0,8,2014
CS1699,2014-05-28,39,0,5,2014
CS3454,2012-09-19,100,0,9,2012
CS5991,2012-12-11,57,0,12,2012
CS2296,2015-01-02,53,0,1,2015
CS3055,2014-12-24,41,0,12,2014
CS3170,2013-09-03,61,0,9,2013
CS4930,2012-07-28,37,0,7,2012
CS1442,2014-03-31,66,0,3,2014
CS2225,2012-03-29,100,0,3,2012
CS4438,2012-04-12,88,1,4,2012
CS2081,2014-07-19,78,0,7,2014
CS4177,2012-02-21,90,0,2,2012
CS1225,2012-10-10,46,0,10,2012
CS4391,2014-06-21,63,1,6,2014
CS4635,2012-06-20,74,1,6,2012
CS2925,2014-07-03,71,0,7,2014
CS5522,2011-07-19,62,0,7,2011
CS5144,2011-06-28,100,0,6,2011
CS3799,2012-03-30,77,0,3,2012
CS4665,2013-09-13,44,0,9,2013
CS1247,2014-10-25,96,1,10,2014
CS5064,2012-08-21,93,0,8,2012
CS6020,2011-10-04,101,0,10,2011
CS5187,2013-10-22,102,0,10,2013
CS5792,2012-05-11,47,0,5,2012
CS1885,2015-03-14,40,0,3,2015
CS2140,2013-04-06,84,0,4,2013
CS3236,2012-02-12,66,0,2,2012
CS3968,2014-03-10,54,0,3,2014
CS2468,2011-05-17,64,0,5,2011
CS5204,2012-11-17,81,0,11,2012
CS2339,2012-06-01,71,0,6,2012
CS3309,2013-08-26,77,0,8,2013
CS5422,2014-07-05,101,0,7,2014
CS5427,2014-02-02,37,1,2,2014
CS2552,2013-09-20,49,0,9,2013
CS6012,2011-07-05,67,0,7,2011
CS2333,2012-03-01,70,0,3,2012
CS4640,2012-06-13,104,0,6,2012
CS5882,2013-05-08,64,1,5,2013
CS2429,2012-10-21,40,0,10,2012
CS5438,2013-06-13,78,0,6,2013
CS5856,2014-09-09,52,0,9,2014
CS1231,2011-12-27,98,0,12,2011
CS4113,2013-11-20,56,0,11,2013
CS2476,2013-11-01,91,0,11,2013
CS4087,2015-02-23,80,0,2,2015
CS4687,2014-12-27,70,0,12,2014
CS3794,2013-08-21,37,0,8,2013
CS2592,2012-03-30,96,0,3,2012
CS1508,2012-03-03,62,0,3,2012
CS1595,2013-01-06,72,0,1,2013
CS5975,2013-01-23,104,0,1,2013
CS1412,2014-03-19,59,1,3,2014
CS5823,2012-10-31,105,0,10,2012
CS1613,2011-10-03,35,0,10,2011
CS5390,2013-03-21,98,0,3,2013
CS1741,2014-02-08,53,0,2,2014
CS5353,2015-02-24,88,0,2,2015
CS5000,2012-07-15,88,0,7,2012
CS1152,2012-11-18,99,0,11,2012
CS3616,2015-01-19,55,0,1,2015
CS1526,2014-03-30,80,0,3,2014
CS4815,2011-10-03,56,0,10,2011
CS3919,2012-07-07,101,0,7,2012
CS5689,2013-06-05,104,0,6,2013
CS6036,2011-07-11,80,0,7,2011
CS3350,2013-06-11,50,0,6,2013
CS5024,2011-09-20,93,1,9,2011
CS1263,2014-10-08,51,0,10,2014
CS1906,2012-01-09,91,0,1,2012
CS2656,2013-09-06,104,0,9,2013
CS5638,2014-11-03,84,0,11,2014
CS3222,2013-08-06,103,0,8,2013
CS5007,2013-11-28,80,0,11,2013
CS3271,2014-07-24,75,0,7,2014
CS1172,2013-03-05,65,1,3,2013
CS2753,2013-03-08,101,0,3,2013
CS1362,2012-05-04,59,0,5,2012
CS2770,2012-02-08,81,0,2,2012
CS4668,2011-09-28,71,0,9,2011
CS5185,2013-05-25,45,0,5,2013
CS3800,2014-12-06,68,0,12,2014
CS4408,2011-10-24,86,0,10,2011
CS5294,2013-11-29,80,1,11,2013
CS5109,2013-04-18,82,0,4,2013
CS3506,2014-09-02,41,0,9,2014
CS4665,2014-08-02,68,0,8,2014
CS3359,2012-12-26,80,0,12,2012
CS4203,2013-09-10,35,0,9,2013
CS5865,2014-02-14,53,1,2,2014
CS4879,2013-07-14,43,0,7,2013
CS5152,2011-07-31,83,0,7,2011
CS5312,2011-06-13,42,0,6,2011
CS1527,2013-10-30,72,0,10,2013
CS1155,2014-03-28,52,0,3,2014
CS3612,2014-06-30,69,0,6,2014
CS6085,2014-04-24,62,0,4,2014
CS1620,2014-05-20,73,0,5,2014
CS1150,2014-03-07,57,0,3,2014
CS1433,2013-02-06,84,0,2,2013
CS5620,2012-07-21,86,1,7,2012
CS2594,2015-03-14,89,0,3,2015
CS5369,2011-06-12,48,0,6,2011
CS3505,2011-10-27,75,1,10,2011
CS2310,2012-09-20,101,0,9,2012
CS1499,2011-09-02,58,0,9,2011
CS2628,2012-03-08,95,1,3,2012
CS1201,2013-08-14,52,0,8,2013
CS2220,2011-10-13,96,0,10,2011
CS2520,2015-01-08,67,0,1,2015
CS1647,2013-07-26,93,0,7,2013
CS2870,2013-03-11,37,0,3,2013
CS2293,2013-08-02,82,0,8,2013
CS1392,2012-05-19,43,0,5,2012
CS5733,2013-10-02,48,0,10,2013
CS2353,2011-07-12,104,0,7,2011
CS1381,2012-12-19,65,0,12,2012
CS5840,2012-11-03,65,0,11,2012
CS4513,2011-08-24,95,0,8,2011
CS5310,2015-01-11,89,0,1,2015
CS5533,2013-05-24,52,0,5,2013
CS1939,2011-06-05,98,0,6,2011
CS5402,2011-08-05,45,0,8,2011
CS1193,2013-09-20,96,0,9,2013
CS3956,2013-12-08,95,0,12,2013
CS5088,2014-12-08,68,0,12,2014
CS4924,2011-11-06,45,1,11,2011
CS1270,2014-05-23,72,0,5,2014
CS1302,2011-10-16,102,0,10,2011
CS1360,2011-09-28,48,0,9,2011
CS4493,2011-07-13,65,0,7,2011
CS1989,2014-11-23,99,1,11,2014
CS2752,2011-12-20,38,0,12,2011
CS3091,2014-02-23,49,0,2,2014
CS5742,2012-05-09,38,0,5,2012
CS3111,2014-01-25,74,0,1,2014
CS2854,2012-10-14,87,1,10,2012
CS2159,2013-05-23,39,0,5,2013
CS3795,2011-05-28,52,0,5,2011
CS5158,2014-09-10,64,0,9,2014
CS1897,2014-09-15,90,0,9,2014
CS4737,2012-04-04,44,0,4,2012
CS5130,2014-04-30,84,0,4,2014
CS4801,2013-07-12,103,0,7,2013
CS5289,2011-08-06,64,0,8,2011
CS5130,2014-01-11,84,0,1,2014
CS5136,2013-04-01,95,0,4,2013
CS4470,2012-06-19,99,1,6,2012
CS1215,2014-06-10,87,0,6,2014
CS2756,2014-02-08,88,0,2,2014
CS1519,2014-11-06,80,0,11,2014
CS2201,2011-05-25,40,0,5,2011
CS5663,2011-06-06,48,1,6,2011
CS1583,2014-11-25,75,0,11,2014
CS3245,2011-05-29,90,1,5,2011
CS5905,2013-04-19,49,0,4,2013
CS6043,2013-02-15,92,0,2,2013
CS5692,2012-10-28,57,0,10,2012
CS2969,2015-02-01,85,0,2,2015
CS2239,2012-03-03,75,0,3,2012
CS3699,2012-07-30,45,0,7,2012
CS6017,2011-09-16,99,0,9,2011
CS6015,2014-06-14,68,0,6,2014
CS1136,2013-11-02,40,0,11,2013
CS1173,2011-10-10,83,1,10,2011
CS3213,2012-10-08,38,0,10,2012
CS2953,2011-08-07,50,0,8,2011
CS1311,2011-11-02,76,0,11,2011
CS5960,2013-11-13,68,0,11,2013
CS2201,2014-02-05,87,0,2,2014
CS4105,2013-07-20,52,0,7,2013
CS1519,2014-05-02,43,0,5,2014
CS1664,2012-08-06,49,0,8,2012
CS2094,2012-11-19,42,0,11,2012
CS3917,2013-06-20,63,0,6,2013
CS4928,2014-01-19,85,0,1,2014
CS4083,2014-12-11,41,0,12,2014
CS1233,2012-06-11,75,1,6,2012
CS5281,2014-03-28,105,0,3,2014
CS3231,2013-09-30,40,0,9,2013
CS5161,2014-12-24,82,1,12,2014
CS2868,2011-06-15,35,0,6,2011
CS2617,2012-09-23,104,0,9,2012
CS4162,2014-09-12,40,0,9,2014
CS1934,2011-09-25,49,0,9,2011
CS1672,2014-11-05,71,0,11,2014
CS3821,2011-12-31,47,0,12,2011
CS5451,2013-11-12,86,0,11,2013
CS4339,2012-11-19,51,1,11,2012
CS2621,2013-05-24,93,0,5,2013
CS4824,2014-01-20,65,0,1,2014
CS4790,2011-09-05,80,0,9,2011
CS5049,2014-09-09,59,0,9,2014
CS3188,2014-12-17,80,0,12,2014
CS2638,2013-07-21,46,0,7,2013
CS2837,2014-09-17,43,0,9,2014
CS5439,2013-06-25,45,0,6,2013
CS3545,2015-02-11,72,0,2,2015
CS1324,2014-02-16,93,1,2,2014
CS3441,2012-07-25,89,0,7,2012
CS5867,2011-05-25,42,0,5,2011
CS3282,2014-05-10,72,0,5,2014
CS5126,2012-04-29,74,0,4,2012
CS4329,2012-07-18,94,0,7,2012
CS5931,2012-11-24,74,0,11,2012
CS2170,2013-04-09,77,0,4,2013
CS1193,2012-05-04,82,0,5,2012
CS4496,2011-08-28,93,0,8,2011
CS5157,2013-12-21,82,0,12,2013
CS4708,2013-03-25,88,0,3,2013
CS3674,2014-08-11,60,0,8,2014
CS3580,2013-02-12,67,0,2,2013
CS5752,2012-12-25,97,0,12,2012
CS2405,2013-12-21,47,0,12,2013
CS2539,2014-07-27,100,0,7,2014
CS3472,2014-05-07,53,0,5,2014
CS5279,2011-07-07,105,0,7,2011
CS3870,2013-03-04,73,0,3,2013
CS4683,2011-10-13,85,0,10,2011
CS5988,2012-04-28,75,0,4,2012
CS5021,2011-10-08,54,0,10,2011
CS4874,2014-04-24,66,0,4,2014
CS4769,2013-02-08,102,0,2,2013
CS3117,2011-09-25,85,0,9,2011
CS2982,2011-07-22,93,0,7,2011
CS4606,2011-07-08,53,0,7,2011
CS2552,2011-07-16,52,0,7,2011
CS1857,2013-08-16,38,0,8,2013
CS4678,2013-10-25,70,0,10,2013
CS2621,2012-06-01,83,0,6,2012
CS1499,2014-05-29,74,0,5,2014
CS2478,2014-04-09,83,0,4,2014
CS5321,2015-02-09,69,0,2,2015
CS4534,2011-08-16,60,0,8,2011
CS1312,2011-10-23,45,1,10,2011
CS2426,2011-12-02,61,0,12,2011
CS2253,2013-08-04,63,0,8,2013
CS5130,2012-02-11,90,0,2,2012
CS4385,2013-05-01,104,0,5,2013
CS5770,2013-05-06,42,0,5,2013
CS1369,2013-02-10,69,0,2,2013
CS4786,2012-05-21,79,0,5,2012
CS5452,2011-08-11,81,0,8,2011
CS1969,2014-09-23,87,0,9,2014
CS1923,2012-09-10,94,1,9,2012
CS3689,2012-05-19,76,0,5,2012
CS5528,2014-11-09,94,0,11,2014
CS1935,2014-05-10,88,0,5,2014
CS2746,2013-07-05,94,0,7,2013
CS4335,2013-05-04,53,0,5,2013
CS5266,2014-07-25,59,1,7,2014
CS2854,2014-10-25,99,1,10,2014
CS4265,2012-01-06,42,0,1,2012
CS1677,2014-11-13,93,1,11,2014
CS2190,2013-06-18,73,1,6,2013
CS5861,2011-07-19,71,0,7,2011
CS2619,2015-01-09,95,0,1,2015
CS6080,2014-01-15,96,0,1,2014
CS4469,2014-04-12,83,0,4,2014
CS1737,2012-11-13,68,0,11,2012
CS4418,2012-04-09,71,0,4,2012
CS3750,2013-11-26,105,1,11,2013
CS5858,2013-05-19,44,1,5,2013
CS2783,2015-01-27,38,0,1,2015
CS6056,2012-06-19,94,0,6,2012
CS3102,2012-07-05,57,0,7,2012
CS2030,2013-09-21,54,0,9,2013
CS5097,2013-06-15,53,0,6,2013
CS4664,2014-09-24,104,0,9,2014
CS1906,2012-03-15,75,0,3,2012
CS2190,2013-04-18,68,1,4,2013
CS3429,2013-10-06,68,1,10,2013
CS4656,2013-08-03,56,0,8,2013
CS5041,2015-01-14,100,0,1,2015
CS1260,2013-06-08,42,0,6,2013
CS4123,2013-05-27,86,0,5,2013
CS4539,2011-09-13,56,1,9,2011
CS3470,2013-09-30,51,0,9,2013
CS2399,2013-04-17,77,0,4,2013
CS4960,2013-06-10,92,0,6,2013
CS4319,2014-01-01,56,0,1,2014
CS2917,2014-01-02,54,0,1,2014
CS3252,2012-05-22,87,0,5,2012
CS2259,2012-02-17,96,1,2,2012
CS3158,2014-05-06,51,0,5,2014
CS3339,2012-04-12,89,0,4,2012
CS1792,2013-09-20,102,0,9,2013
CS5710,2013-09-07,43,0,9,2013
CS3828,2012-08-17,61,0,8,2012
CS2827,2014-01-01,38,0,1,2014
CS4939,2012-01-14,86,1,1,2012
CS1810,2012-07-11,92,0,7,2012
CS4218,2013-06-09,102,0,6,2013
CS2578,2011-06-26,72,1,6,2011
CS3793,2013-02-16,59,0,2,2013
CS2863,2011-08-14,80,0,8,2011
CS1201,2014-05-22,57,0,5,2014
CS1642,2015-01-13,71,0,1,2015
CS2282,2013-07-31,63,0,7,2013
CS2798,2013-05-31,54,0,5,2013
CS2335,2013-02-28,38,0,2,2013
CS3116,2015-01-22,102,1,1,2015
CS1518,2012-08-05,80,0,8,2012
CS4625,2014-04-18,54,0,4,2014
CS2310,2011-12-09,105,0,12,2011
CS3292,2011-06-21,74,0,6,2011
CS2806,2014-10-20,50,0,10,2014
CS1480,2014-12-24,102,0,12,2014
CS3609,2013-05-23,43,0,5,2013
CS2388,2011-09-01,79,0,9,2011
CS3258,2011-06-04,95,0,6,2011
CS5093,2013-10-23,63,1,10,2013
CS3727,2011-08-28,92,0,8,2011
CS3560,2014-12-09,71,0,12,2014
CS3326,2013-08-20,35,0,8,2013
CS3060,2012-10-31,86,0,10,2012
CS5242,2014-12-20,98,0,12,2014
CS4915,2012-12-17,102,0,12,2012
CS4868,2014-02-28,77,0,2,2014
CS2437,2014-07-13,90,0,7,2014
CS5196,2013-10-13,39,0,10,2013
CS5189,2014-07-04,68,1,7,2014
CS2840,2012-04-12,84,1,4,2012
CS4670,2012-03-04,36,0,3,2012
CS2766,2011-12-29,89,0,12,2011
CS5273,2014-10-02,48,1,10,2014
CS2990,2012-12-29,60,1,12,2012
CS1470,2014-06-26,76,0,6,2014
CS4026,2012-04-12,41,0,4,2012
CS4692,2015-03-04,99,0,3,2015
CS3337,2014-08-21,79,0,8,2014
CS3196,2012-12-16,99,0,12,2012
CS5261,2014-07-29,101,0,7,2014
CS2359,2012-10-22,71,1,10,2012
CS5435,2013-11-04,37,0,11,2013
CS3304,2014-09-23,102,0,9,2014
CS5832,2013-12-17,52,0,12,2013
CS1404,2014-08-04,38,0,8,2014
CS5236,2012-11-02,102,0,11,2012
CS1591,2011-09-18,37,0,9,2011
CS1321,2012-04-26,56,0,4,2012
CS1777,2013-07-20,75,0,7,2013
CS3342,2011-11-21,71,0,11,2011
CS2713,2011-11-07,53,0,11,2011
CS5386,2013-06-07,82,1,6,2013
CS1628,2015-02-21,46,0,2,2015
CS5484,2014-02-20,67,1,2,2014
CS4149,2012-03-06,71,0,3,2012
CS1184,2014-05-09,73,0,5,2014
CS2328,2013-09-21,103,0,9,2013
CS4584,2014-10-30,63,0,10,2014
CS3143,2012-02-22,50,0,2,2012
CS5892,2013-10-04,100,0,10,2013
CS1943,2015-03-10,103,0,3,2015
CS4227,2014-08-14,99,0,8,2014
CS4593,2015-02-17,54,0,2,2015
CS5315,2014-07-08,91,0,7,2014
CS5377,2012-10-14,95,0,10,2012
CS6085,2014-10-26,66,0,10,2014
CS4224,2014-10-21,91,0,10,2014
